Word,Lemmatized Noun,Lemmatized Adjective,Tag
stranger,stranger,strange,n
locked,locked,locked,a
room,room,room,n
years,year,years,n
fear,fear,fear,n
detention,detention,detention,n
pouri,pouri,pouri,n
public,public,public,a
things,thing,things,n
refugees,refugee,refugees,n
detention,detention,detention,n
eighteen,eighteen,eighteen,a
months,month,months,n
time,time,time,n
client,client,client,n
twenty,twenty,twenty,a
years,year,years,n
eleven,eleven,eleven,a
detention,detention,detention,n
minor,minor,minor,a
infractions,infraction,infractions,n
stations,station,stations,n
detention,detention,detention,n
maximum,maximum,maximum,a
time,time,time,n
spend,spend,spend,a
eleven,eleven,eleven,a
years,year,years,n
jail,jail,jail,n
hard,hard,hard,a
home,home,home,n
option,option,option,n
strict,strict,strict,a
dutch,dutch,dutch,n
logic,logic,logic,n
case,case,case,n
choices,choice,choices,n
eleventh,eleventh,eleventh,a
year,year,year,n
dutch,dutch,dutch,n
jail,jail,jail,n
preferable,preferable,preferable,a
passport,passport,passport,n
home,home,home,n
people,people,people,n
detention,detention,detention,n
camps,camp,camps,n
detention,detention,detention,n
hole,hole,hole,n
body,body,body,n
humiliation,humiliation,humiliation,n
retraumatises,retraumatises,retraumatises,n
victims,victim,victims,n
guards,guard,guards,n
hands,hand,hands,n
humiliate,humiliate,humiliate,a
law,law,law,n
crush,crush,crush,a
people,people,people,n
eastern,eastern,eastern,a
cultures,culture,cultures,n
breath,breath,breath,n
imagine,imagine,imagine,a
life,life,life,n
streets,street,streets,n
jail,jail,jail,a
criminal,criminal,criminal,a
skills,skill,skills,n
country,country,country,n
years,year,years,n
passionate,passionate,passionate,a
advocate,advocate,advocate,n
everyone,everyone,everyone,n
lawyers,lawyer,lawyers,n
refugees,refugee,refugees,n
activists,activist,activists,n
professors,professor,professors,n
allies,ally,allies,n
van,van,van,a
haren,haren,haren,n
pooyan,pooyan,pooyan,a
confirm,confirm,confirm,n
man,man,man,n
wall,wall,wall,a
police,police,police,n
care,care,care,n
girlfriend,girlfriend,girlfriend,n
bridge,bridge,bridge,n
authorities,authority,authorities,n
phone,phone,phone,n
pouri,pouri,pouri,n
nothing,nothing,nothing,n
jail,jail,jail,n
everyone,everyone,everyone,n
time,time,time,n
hunger,hunger,hunger,n
strikers,striker,strikers,n
special,special,special,a
case,case,case,n
authorities,authority,authorities,n
arms,arm,arms,n
fourth,fourth,fourth,a
week,week,week,n
death,death,death,n
man,man,man,n
jail,jail,jail,n
stomach,stomach,stomach,n
detention,detention,detention,n
food,food,food,n
front,front,front,n
day,day,day,n
become,become,become,a
power,power,power,n
mad,mad,mad,a
vindictive,vindictive,vindictive,a
woman,woman,woman,n
lawyer,lawyer,lawyer,n
work,work,work,n
extra,extra,extra,a
hours,hour,hours,n
nothing,nothing,nothing,n
prepared,prepared,prepared,a
perfect,perfect,perfect,a
case,case,case,n
infant,infant,infant,a
son,son,son,n
dutch,dutch,dutch,n
father,father,father,n
law,law,law,n
mother,mother,mother,n
case,case,case,n
routine,routine,routine,a
officer,officer,officer,n
start,start,start,a
old,old,old,a
passport,passport,passport,n
old,old,old,a
thing,thing,thing,n
lawyer,lawyer,lawyer,n
houshiar,houshiar,houshiar,a
case,case,case,n
iranians,iranian,iranians,n
long,long,long,a
time,time,time,n
gayness,gayness,gayness,n
shameful,shameful,shameful,a
true,true,true,a
rape,rape,rape,n
victims,victim,victims,n
pouri,pouri,pouri,n
speak,speak,speak,a
man,man,man,n
raped,raped,raped,a
iranian,iranian,iranian,a
jail,jail,jail,n
torture,torture,torture,a
rape,rape,rape,n
torture,torture,torture,n
survived,survived,survived,a
torture,torture,torture,n
man,man,man,n
pouri,pouri,pouri,a
old,old,old,a
communist,communist,communist,n
friend,friend,friend,n
iranian,iranian,iranian,a
revolution,revolution,revolution,n
language,language,language,n
brothers,brother,brothers,n
war,war,war,n
truth,truth,truth,a
second,second,second,a
case,case,case,n
trauma,trauma,trauma,a
self,self,self,n
hate,hate,hate,n
dutch,dutch,dutch,n
learned,learned,learned,a
system,system,system,n
case,case,case,n
years,year,years,n
several,several,several,a
rejections,rejection,rejections,n
new,new,new,a
century,century,century,n
simple,simple,simple,a
foundational,foundational,foundational,a
belief,belief,belief,a
question,question,question,n
world,world,world,n
freest,freest,free,a
comfortable,comfortable,comfortable,a
populations,population,populations,n
world,world,world,n
kind,kind,kind,n
geneva,geneva,geneva,a
convention,convention,convention,n
court,court,court,n
human,human,human,a
rights,right,rights,n
wash,wash,wash,n
powerful,powerful,powerful,a
basij,basij,basij,n
vows,vow,vows,n
sounds,sound,sounds,n
personal,personal,personal,a
matter,matter,matter,n
question,question,question,n
motive,motive,motive,a
technique,technique,technique,a
wish,wish,wish,a
listener,listener,listener,n
understanding,understanding,understanding,a
place,place,place,n
situation,situation,situation,n
language,language,language,n
disaster,disaster,disaster,n
describe,describe,describe,a
incoming,incoming,incoming,n
refugees,refugee,refugees,n
flood,flood,flood,n
swarm,swarm,swarm,n
cases,case,cases,n
bounty,bounty,bounty,a
thing,thing,thing,n
war,war,war,n
east,east,east,a
question,question,question,n
plunge,plunge,plunge,n
icy,icy,icy,n
shame,shame,shame,n
high,high,high,a
school,school,school,n
admissions,admission,admissions,n
committees,committee,committees,n
found,found,found,a
passion,passion,passion,n
talent,talent,talent,n
symptoms,symptom,symptoms,n
disproportion,disproportion,disproportion,n
offers,offer,offers,n
gate,gate,gate,n
gate,gate,gate,n
goodbye,goodbye,goodbye,n
pats,pat,pats,n
stares,stare,stares,n
odds,odds,odds,n
championships,championship,championships,n
local,local,local,a
state,state,state,n
national,national,national,a
levels,level,levels,n
gender,gender,gender,n
belt,belt,belt,n
age,age,age,n
categories,category,categories,n
time,time,time,n
drills,drill,drills,n
bag,bag,bag,n
thick,thick,thick,a
carpet,carpet,carpet,n
balls,ball,balls,n
feet,foot,feet,n
girl,girl,girl,a
brains,brain,brains,n
muscles,muscle,muscles,n
country,country,country,n
road,road,road,n
open,open,open,a
please,please,please,n
eat,eat,eat,n
something,something,something,n
trophies,trophy,trophies,n
medals,medal,medals,n
state,state,state,n
title,title,title,n
forms,form,forms,n
medal,medal,medal,n
men,men,men,n
medal,medal,medal,n
empty,empty,empty,a
closet,closet,closet,a
girls,girl,girls,n
get,get,get,n
oklahoma,oklahoma,oklahoma,a
state,state,state,n
throw,throw,throw,n
parties,party,parties,n
science,science,science,n
class,class,class,n
teacher,teacher,teacher,a
keep,keep,keep,n
brad,brad,brad,n
stamp,stamp,stamp,n
frustrations,frustration,frustrations,n
court,court,court,n
die,die,die,a
wife,wife,wife,n
middle,middle,middle,a
manager,manager,manager,n
america,america,america,n
feminist,feminist,feminist,a
paradise,paradise,paradise,a
bittersweet,bittersweet,bittersweet,n
day,day,day,n
stadium,stadium,stadium,n
locals,local,locals,n
line,line,line,n
men,men,men,n
women,woman,women,n
children,child,children,n
field,field,field,n
microphone,microphone,microphone,a
end,end,end,n
zone,zone,zone,n
sworn,sworn,sworn,a
halfway,halfway,halfway,n
ceremony,ceremony,ceremony,n
elderly,elderly,elderly,a
indian,indian,indian,a
man,man,man,n
microphone,microphone,microphone,n
allegiance,allegiance,allegiance,n
united,united,united,a
states,state,states,n
eyes,eye,eyes,n
moral,moral,moral,a
police,police,police,n
associate,associate,associate,a
pastor,pastor,pastor,n
oklahoma,oklahoma,oklahoma,n
parishioners,parishioner,parishioners,n
daughters,daughter,daughters,n
corruption,corruption,corruption,n
college,college,college,n
inside,inside,inside,a
eyelids,eyelid,eyelids,n
reds,red,reds,n
blues,blue,blues,n
something,something,something,n
life,life,life,n
joys,joy,joys,n
memories,memory,memories,n
stick,stick,stick,a
repetition,repetition,repetition,n
lucky,lucky,lucky,n
mother,mother,mother,n
escape,escape,escape,n
strict,strict,strict,a
iranian,iranian,iranian,a
upbringing,upbringing,upbringing,n
home,home,home,n
modern,modern,modern,n
tehrani,tehrani,tehrani,a
intellectuals,intellectual,intellectuals,n
unstable,unstable,unstable,a
refugee,refugee,refugee,n
years,year,years,n
rome,rome,rome,n
united,united,united,a
states,state,states,n
citizen,citizen,citizen,n
americans,american,americans,n
nothing,nothing,nothing,n
world,world,world,n
iran,iran,iran,n
shameful,shameful,shameful,n
part,part,part,n
jumble,jumble,jumble,a
contradictions,contradiction,contradictions,n
wild,wild,wild,a
village,village,village,n
girl,girl,girl,n
best,best,best,a
kind,kind,kind,n
american,american,american,a
elegant,elegant,elegant,n
iron,iron,iron,n
hard,hard,hard,a
woman,woman,woman,n
need,need,need,a
life,life,life,n
kind,kind,kind,n
imposed,imposed,imposed,a
politics,politics,politics,n
war,war,war,n
fair,fair,fair,a
rational,rational,rational,a
bear,bear,bear,n
fruit,fruit,fruit,n
invincible,invincible,invincible,a
everything,everything,everything,n
patterns,pattern,patterns,n
poverty,poverty,poverty,n
intellectual,intellectual,intellectual,a
hunger,hunger,hunger,n
body,body,body,n
fat,fat,fat,a
drudgery,drudgery,drudgery,n
tell,tell,tell,n
international,international,international,a
corporate,corporate,corporate,a
lawyer,lawyer,lawyer,n
iranian,iranian,iranian,a
ness,ness,ness,a
end,end,end,n
gulf,gulf,gulf,n
war,war,war,n
feelings,feeling,feelings,n
american,american,american,a
exceptionalism,exceptionalism,exceptionalism,n
air,air,air,n
loyalty,loyalty,loyalty,n
harvard,harvard,harvard,n
fact,fact,fact,n
loyalty,loyalty,loyalty,n
simple,simple,simple,a
fact,fact,fact,n
great,great,great,a
institution,institution,institution,n
terrible,terrible,terrible,a
restaurant,restaurant,restaurant,n
chain,chain,chain,n
student,student,student,n
kaweh,kaweh,kaweh,n
asylum,asylum,asylum,n
lawyer,lawyer,lawyer,n
thirty,thirty,thirty,a
dollars,dollar,dollars,n
week,week,week,n
real,real,real,a
estate,estate,estate,n
chain,chain,chain,n
closes,close,closes,n
elena,elena,elena,a
move,move,move,n
flat,flat,flat,a
london,london,london,n
maman,maman,maman,n
deferential,deferential,deferential,a
formal,formal,formal,a
farsi,farsi,farsi,n
pronouns,pronoun,pronouns,n
maman,maman,maman,a
moti,moti,moti,n
personal,personal,personal,a
handmaid,handmaid,handmaid,n
woman,woman,woman,n
thirty,thirty,thirty,n
years,year,years,n
universe,universe,universe,a
frauds,fraud,frauds,n
insane,insane,insane,a
oh,oh,oh,n
pulse,pulse,pulse,a
quickens,quickens,quickens,n
insane,insane,insane,n
heads,head,heads,n
hole,hole,hole,a
year,year,year,n
time,time,time,n
suspicious,suspicious,suspicious,a
perfect,perfect,perfect,a
feel,feel,feel,n
urge,urge,urge,a
abuse,abuse,abuse,n
sam,sam,sam,a
dishes,dish,dishes,n
student,student,student,a
council,council,council,n
name,name,name,n
gang,gang,gang,n
true,true,true,a
long,long,long,a
narrow,narrow,narrow,a
roads,road,roads,n
iranian,iranian,iranian,a
continue,continue,continue,n
friend,friend,friend,n
part,part,part,n
abjection,abjection,abjection,n
friend,friend,friend,n
amnesty,amnesty,amnesty,a
international,international,international,a
tells,tell,tells,n
minoo,minoo,minoo,a
situation,situation,situation,n
enviable,enviable,enviable,a
others,others,others,n
least,least,least,a
minoo,minoo,minoo,a
family,family,family,n
bed,bed,bed,n
roof,roof,roof,n
sink,sink,sink,n
situation,situation,situation,n
worse,worse,bad,a
savvy,savvy,savvy,a
understand,understand,understand,a
outwit,outwit,outwit,a
poverty,poverty,poverty,n
shame,shame,shame,n
undoing,undoing,undoing,a
mornings,morning,mornings,n
separate,separate,separate,a
anger,anger,anger,n
guilt,guilt,guilt,n
lash,lash,lash,n
insane,insane,insane,a
things,thing,things,n
count,count,count,n
shirts,shirt,shirts,n
lipstick,lipstick,lipstick,a
thirtieth,thirtieth,thirtieth,n
birthday,birthday,birthday,a
confessions,confession,confessions,n
augustine,augustine,augustine,a
asks,asks,asks,n
physical,physical,physical,a
desire,desire,desire,n
conversion,conversion,conversion,n
first,first,first,a
morning,morning,morning,n
blacktop,blacktop,blacktop,n
beard,beard,beard,a
look,look,look,n
name,name,name,n
list,list,list,n
new,new,new,a
perception,perception,perception,n
sudden,sudden,sudden,a
emotional,emotional,emotional,a
shock,shock,shock,n
occasion,occasion,occasion,n
bare,bare,bare,n
organic,organic,organic,a
alteration,alteration,alteration,n
whole,whole,whole,a
fabric,fabric,fabric,n
fall,fall,fall,n
centre,centre,centre,a
gravity,gravity,gravity,n
sinks,sink,sinks,n
stable,stable,stable,a
new,new,new,a
ideas,idea,ideas,n
centre,centre,centre,a
rearrangement,rearrangement,rearrangement,n
new,new,new,a
structure,structure,structure,n
permanent,permanent,permanent,a
description,description,description,n
religious,religious,religious,a
conversion,conversion,conversion,n
awful,awful,awful,a
lot,lot,lot,n
core,core,core,n
web,web,web,n
think,think,think,a
happens,happens,happens,n
day,day,day,n
vital,vital,vital,a
immigration,immigration,immigration,n
officers,officer,officers,n
awareness,awareness,awareness,a
commitment,commitment,commitment,n
euphoria,euphoria,euphoria,n
enables,enables,enables,n
conversion,conversion,conversion,n
soul,soul,soul,n
redemption,redemption,redemption,n
years,year,years,n
question,question,question,n
notion,notion,notion,n
conversion,conversion,conversion,n
remakes,remake,remakes,n
new,new,new,a
structure,structure,structure,n
way,way,way,n
japanese,japanese,japanese,a
grill,grill,grill,n
bottle,bottle,bottle,a
sake,sake,sake,n
cultural,cultural,cultural,a
change,change,change,n
question,question,question,n
generosity,generosity,generosity,n
shame,shame,shame,n
dignity,dignity,dignity,n
see,see,see,n
question,question,question,n
assimilation,assimilation,assimilation,n
year,year,year,n
years,year,years,n
call,call,call,a
sam,sam,sam,n
brother,brother,brother,n
daniel,daniel,daniel,n
human,human,human,a
rights,right,rights,n
lawyer,lawyer,lawyer,n
time,time,time,n
lawyer,lawyer,lawyer,n
treatment,treatment,treatment,n
underused,underused,underused,a
begins,begin,begins,n
neighbourhoods,neighbourhood,neighbourhoods,n
minoo,minoo,minoo,a
family,family,family,n
house,house,house,n
tell,tell,tell,n
story,story,story,n
big,big,big,a
house,house,house,n
doctor,doctor,doctor,n
famous,famous,famous,a
footballer,footballer,footballer,n
yes,yes,yes,n
god,god,god,n
willing,willing,willing,a
next,next,next,a
day,day,day,n
man,man,man,n
council,council,council,n
minoo,minoo,minoo,a
hostel,hostel,hostel,n
building,building,building,n
compels,compels,compels,n
daniel,daniel,daniel,a
present,present,present,a
add,add,add,n
ground,ground,ground,n
floor,floor,floor,n
restriction,restriction,restriction,n
housing,housing,housing,n
request,request,request,n
march,march,march,n
international,international,international,a
women,woman,women,n
day,day,day,n
parliament,parliament,parliament,a
several,several,several,a
women,woman,women,n
forty,forty,forty,a
organisations,organisation,organisations,n
undocumented,undocumented,undocumented,a
immigrants,immigrant,immigrants,n
seekers,seeker,seekers,n
saharan,saharan,saharan,n
africa,africa,africa,n
lobby,lobby,lobby,n
safety,safety,safety,n
dignity,dignity,dignity,n
liberty,liberty,liberty,n
wood,wood,wood,n
infamous,infamous,infamous,a
detention,detention,detention,n
centre,centre,centre,n
weeks,week,weeks,n
months,month,months,n
wood,wood,wood,n
inmates,inmate,inmates,n
english,english,english,a
society,society,society,n
work,work,work,n
part,part,part,n
separate,separate,separate,a
underground,underground,underground,a
society,society,society,n
lawyer,lawyer,lawyer,n
activist,activist,activist,n
shola,shola,shola,n
mos,mo,mos,n
shogbamimu,shogbamimu,shogbamimu,n
parliament,parliament,parliament,a
lobby,lobby,lobby,n
teaches,teach,teaches,n
class,class,class,n
intersectional,intersectional,intersectional,a
feminism,feminism,feminism,n
headquarters,headquarters,headquarters,n
group,group,group,n
women,woman,women,n
women,woman,women,n
students,student,students,n
forties,forty,forties,n
fifties,fifty,fifties,n
table,table,table,a
worn,worn,worn,a
cardigans,cardigan,cardigans,n
bright,bright,bright,a
jackets,jacket,jackets,n
care,care,care,n
hair,hair,hair,n
accessories,accessory,accessories,n
female,female,female,a
genital,genital,genital,a
mutilation,mutilation,mutilation,n
class,class,class,n
excitement,excitement,excitement,n
questions,question,questions,n
casual,casual,casual,a
scepticism,scepticism,scepticism,n
fact,fact,fact,n
women,woman,women,n
voices,voice,voices,n
power,power,power,n
detention,detention,detention,n
time,time,time,n
others,others,others,n
ask,ask,ask,a
cruelties,cruelty,cruelties,n
wood,wood,wood,n
detention,detention,detention,n
centre,centre,centre,n
national,national,national,a
health,health,health,n
service,service,service,n
root,root,root,n
immigrants,immigrant,immigrants,n
status,status,status,n
freedom,freedom,freedom,n
status,status,status,n
shola,shola,shola,n
students,student,students,n
speak,speak,speak,a
stories,story,stories,n
